topic_id,text
Group 2193,"['The second main benefit of attending classes from home is the simple fact that it is, by and large, more comfortable for most people to learn from their homes than it is in another less familiar environment. ', ""Attending classes from home can reduce the likelihood of getting others sick or becoming sick because it's impossible to spread germs from home and you are not aware of how clean your school is. "", 'it less time consuming. \n', 'because it wouldnt be fair to citizens ']"
Group 2194,"[""Distance learning would help get rid of the other distractions that come with going to school, such as a student's social life. "", 'Distance learning would allow long-term home bound\xa0students to learn alongside their peers, even if they are unable to physically attend school. ', 'because it will help us with the voting process.\xa0 ', 'Over the summer, students would forget the material they learned from the past school year, which makes it hard for them to pick up once back at school. Students also learn at different rates meaning that some are more advanced than others. These are another few reasons as to why summer projects should be teacher-designed. ', ""Even if your community service is only at school that's okay too, "", 'Furthermore, everyone should be allowed to vote not just citizens ', 'In the text it says that ""NASA possible solution to the hostile conditions on the surface of Venus would allow scientist to float above the fray."" It also says that "" not a single spaceship has toched down on venus in more then three decases. No spacecraft survived the landing for more than a few hours and no one had ever been there."" You could be the first one to land on Venus. This proves that since it is a dangers planet it would still be worthy seeing it. Now, lets talk about why it wouldn\'t be worthy seeing it. ', 'Online schooling would certainly work best for some students, but it would be more detrimental for the learning of others due to the diversity in the ways in which we learn. \n']"
Group 2195,"['also to the health of people \n', 'a healthier way of life. ']"
Group 2196,"['and it could teach people how to start caring more about there community ', 'It could let people have a different aspect on the community ', 'Electoral college have different ways and similar ways from changing to the election by the popular for the president of United States.For example states in source one ""The Electoral College consists of the 538 electors"".""A Majority of 270 electoral votes is required to elect the president."" ', 'Then eventually this led to enforcement by the police of when you are caught texting and driving you will get a ticket ', 'In addition, it may also relieve teachers of excess work. \n', 'All are things that push us to keep observing Venus even with difficult conditions. ', 'with the Electoral College, even though the people vote, they are not the ones who are electing the president. ', ""But I don't think we should have to pick up after other students they should pick up after themselves. "", 'Why would you let people that do not live the life you live vote for you, you need to vote for who you think will be a great president for you. ']"
Group 2197,"[""I believe that participating in extracurricular activities has many benefits on a child's social life "", 'by partaking in extracurricular activities, your child can form stronger bonds, stronger friendships, and even new friends as well. \n', 'The Electoral College has been in place for many years and has produced good results.\xa0 One good thing the Electoral College does is it prevents a candidate from becoming President if they only have regional appeal.\xa0 ', 'People who drive with phones should get a ticket and they should have to pay the fine or they would get jail time. ', 'Mars is a landform that is made up of a bunch of different materials and minerals.\n\nOver time there could have been some solar wind and some of the landform blew away and made it look like a face. ', 'different perspectives on issues. ', ""Summer project's should be assigned by teacher's and\xa0not student's because of the lack effort the student's will put forth. "", 'Even though this election was disputed it has only been one out of 50 elections. ', 'For various reasons the electoral college is unfair such as not everyones decisions count just those few people in the electoral collge. ']"
Group 2198,"[""The face on mars is located 41 degress north latitude. The camera they had been using had to peer through wispy clouds to see the face. They said the aliens marks may have been hidden by haze but some didn't even think that their were aliens marking and said that it is just a natural landform, but then again how could they prove it. "", ""The author states that scientists figured it was just another Martian mesa when the face appeared. This shows that they have seen things like this before and they knew that it wasn't real, or alien like. Another example that the author proves is that Garvin said it reminded him of Middle Butte in the Snake River Plain of Idaho. The camera on board MGS had to peer through wispy clouds to see the face and perhaps alien markings were hidden by haze. Also NASA can be hidding information about the Face. But, you can see that the Face is formed by shadows, and not an alien haze. "", 'Going along with that, students need to realize that summer projects are not a punishment. ', 'Benifits could come by students designing their own projects such as getting better grades. ', 'we should keep the electoral college is because the people arent always right. ', '""WHAT HAVE RICHARD NIXON, JIMMY CARTER, BOB DOLE, AND THE US CHAMBER OF COMMERCE, AND THEIR AFL-CIO ALL, IN THEIR TIME, AGREE ON""?\xa0 THE CORRECT ANSWER IS ABOLISHING THE ELECTORAL COLLEGE. ', 'People who think the face is just a natural landform probably think the people that believe aliens made it are crazy. ', 'To begin with, the Electoral College should be in use because it provides fair representation for all the states involved in the election. ', 'could be really exspensive, ', ""then that's understandable, but if its because you promised to hang with your friends that's no reason. "", ""The second reason why it is unfair is beacause when we go every four years to vote for our new pesident we aren't really voting for them we are voting for the slate of electors. "", ""also there's always others saying its eaiser, it'll be better i understand and see where they coming from ""]"
Group 2199,"[""In the 2000 campaign, seventeen states didn't see the candidates at all. "", ""During the 2000 election, 17 states weren't even able to see a candidate they are voting for the title of president. "", ""Students could enjoy their summer with this project because they are doing something they're passionate about. This will benefit students because they tend to put more effort into something they want to do. Also for students doing something they want to do, they strive to succeed and they'll choose something that they're comfortable with. In addition students could still enjoy their summer because of the stress it takes off of the student for them not having to go out of their comfort zone to complete another project subject that they have no clue about. The stress taken off students for the summer is beneficial because it gives them an energetic start to the next school year. "", ""We don't always have to depend on technology to do everything for us. "", 'I also think this is a good reason becuase it proves why venus should be explored even though it is dangerous according to the author. ', 'What i think the author is trying to say is that Venus is very much like earth ']"
Group 2200,"['A student designed project would allow the student to accomplish what they want. For example, if a teacher gave a student a summer project to do over the summer and the student does not like the project, the student would not be inclined to do the project. However, if the student had designed the project, the student would be more inclined to do it since the student would know what exactly they can and cannot do. The student would also be more excited to do the project and thus complete it. Since the student would want to complete project, they would probably retain the information better. ', 'With a teacher designed project, the students would not get that much control over what they learn and would feel dependent on the teacher and not feel ready for the outside world. With a student designed project, the students get to choose what is important to their education and what they need to remember over the summer. The students would also feel a sense of independece from the mostly teacher-based education they normally get. This control and independence would also let the student become prouder of their accomplishment and the finished product. ', 'Online schools are messing with kids social interaction. When adding in Online school the argument is always that kid wont get the interaction they need. ', 'Sports and other after school activities take a lot of time and commitment, and leave participants with much less time to study. ', 'Some students might not like to do this and some students might want to do this. ']"
Group 2201,"['Everything that just happened could have been stopped if you only would have waited and not let your phone distract you. ', 'This all could have been prevented if he just put his phone down and took you home safe and sound. ', 'first reason is\xa0not the same to take on school. ', 'It gives less opportunities for students to succeed in their goals, ', 'It would promote creativity within the students. ', 'This reasoning is highly probably and has never happened before.       \xa0\xa0\xa0\xa0       \xa0\xa0\xa0\xa0    ', 'It will also make students more looked upon by kids and adults. ', 'the winner take all method of awarding electoral votes induces the candidates\xa0 to focus their campaign efforts on the toss-up states are more likely to pay close attention to the campaign. ', 'others live far away. ', 'On April 5, 1998, Mars Global Surveyor flew over Cydonia for the first time. The team up there snapped picures of the landform again and people were eager to find out the truth about the face. After seeing the picture when it was appeared on a JPL web site people now knew the truth. ', 'That will be very hard, and was very eazy to read wrong emotion. ', 'if NASA will not tell anybody anything then everyone is just assuming. ', 'Although most students may live close to the school some may live farther away and even out of the community itself. These students may not want to help out as they do not owe the community much but still attend the school. ', ""It used to be one of the most Earth-like planet in our solar system, Which facsinated many Astronomers. Venus was probably covered by many bodies of water and forms of life could have been supported, just like Earth. The planet now has a rocky surface with many valley's, mountains, and craters that makes astronomers itch to further expore it. Despite it's very hard conditions to even get near the planet. "", 'In source one, this section tells the reader what an electoral college is and how it works. Paragraph two sums up what this system is, ""The Electoral College process consists of the selection of the electors, the meeting of the electors where they vote for president and vice president, and the counting if the electoral votes by Congress. ', ""If we do that we don't have time to do other stuff. I think community service is to much for us. I other people should do it. "", ""We don't always have to depend on technology to do everything for us. "", 'If you make the kids do community service the community might get into better shape than it already is ', 'to begin with i consider all students must have a cell phone in order to text their class mate to ask about the home work from last night ', 'its offical: the Electoral College is unfair, outdated, and irrational ', 'Driverless cars are for the future, but anything is possible for the future. ', 'Students get more free time to do online class at home. ', 'and the voting electors are not voting percisely. ', 'We should have a Congress that knows best about what we should do to make our country better. ']"
Group 2202,"['Most parents have job and spend most of their day working so they can support their family. ', 'Some familys cant afford to buy food for there famliy. ', 'At the most basic level, the electoral college is unfair to voters. Because of the winner-take-all system in each state, candidates don\'t spend time in states they know they have no chance of winning, focusing only on the tight races in the ""swing"" states"" ', 'if students make these assignments they can relate in so many different ways ', ""We as the\n\nPEOPLE\n\nshould have the right to vote for our selves. It's such a crazy process ,we could just as easly mess up who we voted for , it's not always very clear . ""]"
Group 2203,"[""But, is driving suppose to be fun? Or a way to get to one place or another. If driving was fun it wouldn't be safe. People would be drag racing throughout the city causing chaos and getting into serious damage. "", 'I think that driving is a lot of fun and if we take away peoples ability to drive then we will miss out on a lot of fun and skills that can help in everyday life. ', 'Conspiracy theorists often try to confuse the public by saying that NASA is trying to hide Mars. ', 'Students can do their assignments when they want and have time to do it. ', ""There are some good things about the Electoral College, though. I admit the Electoral College would be good when the people's votes are close or maybe even tie, "", 'But there are some drawbacks to allowing students to have their phones is that they may think that it is ok to use their phone during class ', 'the person who gets the most ammount of votes gets to be the president. Thats as simple as it can get. And in my opinion, it is as fair as it gets. ', 'Although many people believe that teachers should create these summer projects because the students would know exactly what they need to learn or prepare for, ', 'well apparently some schools are thinking about having students do at least one extracurricular activity\xa0after school. They also they might force kids do activities that there not interested in to get used to the real world. ', 'but some would not do well with this change or would abuse the system ', ""It's not fair to the people "", 'It is hard to study Venus ', 'Reckless drivers are dangers, they have no care for the world or people who are in it. ', 'if students have something to participate in they will be more willing to try harder in school. ', 'The single best argument against the electoral college is what we might call the disaster factor. The American people should consider themselves lucky that the 2000 fiasco was the biggest election crisism in the century; the system allows for us much worse. Consider that state legislatures are technically responsible for picking electors, and that those electors could always defy the will of people. Back in1960.    ', 'receiving new ideas they previously have never thought of. ', 'Then what is the point of voting maybe this people are not even considering the people who vote they are only doing what they think is rigth. ']"
Group 2204,"['Policy one states, students are allowed to bring cell phones to school and only use them during lunch and passing period but phones have to be turned off during class time. Policy two states, students are not allowed to have cell phones at all ', 'Policy one states that cell phones will be allowed in school and that students could use them during lunch and other free periods ', 'Letting students have choice would create an environment more conducive to real learning. ', 'I can see why the people who protest the Electoral College dre against it, and that a president should be decided by the people, not electors chosen by people. ', 'In this sense the project that would be designed by a student most student would have no idea where to start discouraging them for even commencing the project and of course there will be people that can do the project easily but we want to make the project fair and equal for everybody. ', 'Some may say that the prospect of a tie in the electoral vote is something to worry about. ', 'some people might still want electoral college because of the certainity of outcome ', 'The more perspectives you have on the topic or idea the better because the more ideas about it you can get. ', 'but it is worth a shot. ', 'Driverless cars would be tempting for drivers to not pay attention. ', 'People claim that the most involved voters should be able to decide the elections. ', 'they are the experts, ', 'With online courses, students can take their time working on school, but would also have time to spend with family and do extracurriculars. ', 'Finally, having the ability to take classes online will give students the opportunity to still take care of their other daily obligations. ', 'And that is unfair, I think we should change it to popular vote. ', 'It is not easy to travel to Venus or another planet, but we have possibility because of them skill. It is survivable for humans. \n', 'having one of these may be expensive ', 'The more help you get cleaning the environment now, the less you have to later on in your life. ', 'Driverless cars have been the seemingly unattainable, next level of fantastic futuristic technology for many people for decades now. ', 'Another reason why teachers should be designing the Summer projects is because they would make it challenging enough. ', 'not all students are capable of handling the responsibilities that come along with an extracurricular activity. ', 'It talks about how challenging it is to examine Venus closely ', 'This states it unually is common around Mars. People think it is just a landform. In the article it says it is hard to find the face. Everyone seemed excited they found the face on Mars! ', 'if you ask multiple people you can see their advice from their perspective. ', 'Many teachers tend to spend hours on end coming up with lesson plans and grading work. Although teachers would still have to grade the project, the student would be taking a small work load off of the teacher by designing the summer project themselves, And, it could possibly educate the teacher on a different subject. ', 'This explains why exploring Venus could be a good reason or a bad reason. ']"
Group 2205,"[""Sports have been on this planet for many years. Their's so many options you can choose from like basketball,soccer,baseball, pingpong,cricket,or even swimming. These are all good ways of staying active. Sports have been alive for many years , they also keep you healthy so you can live an easy life. "", 'Sports help you out in a number of ways. They could help you stay in shape. You can make friends or develop stronger bonds with them. They also can be a lot of fun, and pave way for a future career in that sport. There are lots of sports to choose from, so the options are endless! ', 'but it would be good for them to learn their consequences. ', 'one can look in a different perspective ', 'However, other people who participate in extracurricular activities get their work done on time which means that there are ways to do so. ', 'Attending classes at school will get the students to learn more subjects than online classes. ', 'The last reason policy 1 is good is because we need to have fun ', 'Community service can build friendships and help bond with your family and spend time with them more. ', 'Students would benefit from being able to attend school from home because you can stay at home and by staying at home you can wake up late for school. ', 'One reason why you have to keep the electoral college is beacuse they can vote for their president, ', 'The cell phone has become so much of a distraction to the point where people are immune to picking up their phone every time they receive a notification. ', 'Finally students should be able to help our community out cause it will help them in school by bring their grades up or by getting an award from your principal. ', ""No one knows how the face changes, maybe it's aliens, maybe it's natrual to change, maybe it's getting older. "", ""Also, this technology isn't what probably students want in a classroom because "", 'However, Students may still refrain from doing their projects. This is always true schools will always have some students who will not do their work especially summer projects. ', 'According to the studies conducted by the National Safety Council, it was shown that using a cell phone while driving has led to 1.6 million crashes each year with 390,000 of them resulting in injuries. ', 'As previously stated, teachers will provide students with important information in order to prepare them for the next school year. ', ""Our people have to vote for a party, a group of people that don't show either their faces or their true personalities, to trust well enough with their vote to go for the President they think is right for the Country. "", 'some of them think that community service takes a lot of time but that make us to help, people ', ""I know that even with the law of don't text and drive, people still do those things. "", 'This process is also unfair to voters ', 'Think about it, what good is the Electoral College system doing for our society. Its surely letting the state electors get their opinion. ', ""Secondly, there are many student's who suffer from social anxiety and many other issues with social interaction. distance learning can make a student feel comfortable from learning in their own home. "", 'There are a lot of people out there who need help with your community service. ', 'There are lots of things we could do to participate in the community, America, and maybe the whole entire world, baby steps! ', 'Also, if the students lose their phone they have trouble to deal with ', 'Even though the Electoral College has produces some good results, presidents being elected through popular vote will be better, more efficient, and more equal. ', 'If a student is tasked with the creation of their own project, however, this leads to a wide variety of exciting and new projects that vary from student to student, also placing motivation in their hearts to make the best project they possibly can. ', ""Most of those grade 'C' students are just having a hard time , they shouldn't be punished for doing their best ""]"
Group 2206,"['because people have busy schedule and live ', 'because they can have more time, if they have job ', 'It is also not a democratic method of selecting the next person in office. ', '""so on April 5, 1998, when Mars Global surveyour flew over Cydonia for the first time,Michael Malin and his (MOC) team snapped a picture ten times sharper then the orginal"". Once we recived the photo from Michael and his team we dug in to see what this really was. ', 'The Electoral College is a fool-proof way of not disputing the outcome of who gets to be in it. ', 'Some people who believe that teachers should design summer project may argue that because they are the ones that create student assignments and projects for students on a day to day basis they would be able to create a project more efficiently in comparison to a student. ', 'The Electoral College avoids run off elections unlike the popular vote system. ', 'I know for a fact that once every student does community service that our community will be showing a great example for other students at other schools. ', 'finally they are also unfair to the voters. ', 'But then again, a lot of people might not want to do it. ', 'The last reason why I think we should get rid of the electoral college vote is because of the disaster factor. ', 'and give confidence and ease of mind. \n', 'why we should explore venus. ', 'Finally, the system of electing electors who then vote for the President can be considered unpredictable. ']"
Group 2207,"[""It's like a disaster factor, and the system allows for much worst. and consider that state legislatures are technically responsible for picking electors. that those clectors could always defy the will of the people. "", 'More factors are that the state legislatures are basically responsible for choosing the electors. This is a very unfair factor because they choose people who oppose a candidate. If that happens, the popular votes dont transfer to that specific candidate. Also sometimes the electors refuse to vote. ', 'By the same token, using this sort of technology in the classroom will keep a student engaged during their lessons ', 'however the electoral college is unfair to voters, because of the winner-take-all system in each state. ']"
Group 2208,"['A reason Venus is a dangerous place is the atmosphere is almost 97 percent carbon dioxide. ', ""Scientists do a lot of researching that's going around the world and earth. Also Venus is worthy to know what dangercan happen. It can get to 170 degrees Fahrenheit the air will be close to the area. "", 'the projects\xa0will help students figure out what they need to improve also allowing them to improve themselves. ', 'Driverless cars are going to have ways to entertain the driver instead of keeping the driver focused on the task at hand. ', 'Even the People once wanted to abolish the Electoral College. ', 'One of the reasons I feel that way is that it is harder for someone who is runnig for president to win. ', ""Even though other students may not like it I'm behind it 100 percent. "", 'This being said cars help greatly reduce the gas fumes in greenhouses when they are banned and not being used ', 'Extra credit and rewards would be a nice way to encourage more students to participate in the activities. ', 'students will be more focused on the project because it is coming from the students perspective and not assigned from a teacher. This can also help students with being more responsible. ', 'but that doesnt mean that in alls it is ', 'However, in extremely serious situations distance learning is able to be beneficiary for students. ', ""It is very often that when a student is told they must complete a project based off a topic that they aren't interested in, their initial thought may be that the project will be boring and difficult. However, when they are allowed to chose their topic, it is very likely that their perspective might change into a more positive point of view. ""]"
Group 2209,"['allow them to meet new people, ', 'People can meet new people, ', 'And if im saying if it was made by aliens there is nothing that proves it to be made by aliens. ', 'Extracurricular activities can be enjoyable and entertaining. ']"
Group 2210,"['would miss out on important activities. \n', 'would permit more time to do other activities like spending time with family, ', 'The author said that, ""Since no spacecraft survived the land for more than a few hours. Maybe this issue explains why not a single spaceship has touched down on Venus in more than three decades."" They know more facts about the danger of this mission. This is what happens, when people set their mind and fucus, nobody can stop them. Still, they willingly to go, the fact knowing the ""conditions are far extreme than anything humans encounter on Earth."" ', ""People's opinions could change your decision. Asking more than one person who has the opposite opinion than you might persuade you to change your own opinion "", ""We help other people that's something nice you could do "", 'Lastly, the author supports their idea by telling us how we are going to uncover more information without loosing more. ', 'less money involved ', 'It is not fair that the general population does not get an independent vote. ', 'some students need to interact with other people for them to work ', 'Maybe one day it will be like earth again. ', 'Extracurricular activities educate students about a specific topic that the students are interested in ', 'A driverless car could be used as a weapon for a group not willing to lose their own members in a fight, ', ""If online learning or video conferencing was made available to home schooled\xa0students and be used as a supplement to a child's learning, then it will benefit the student's education. "", 'It somehow made them feel a whole lot better ', 'multiple pieces of advice gives you the chance to have other advice in the case that one is wrong. ', 'I think that we should keep the Electoral College for five reasons. Number one,\n\nCertainty of Outcome \n', 'we can easily use electric cars instead of cars that run on gasoline. ', 'I think that all students need to participate in helping out where they live ', 'Ever since the face on Mars was discoverd lots of people thought that their really could be alien life it could be just a natural piece of landform on the planet Mars. ', ""It's good when you get advice from people who is going through what your going through and getting their opinion. "", ""Online classes is a choice\xa0for some student's that attend school or an college "", 'To avoid instances like this, students should be able to learn at home where they can sit in a room all by themselves, free from any outside noises or distractions that may hinder their learning ', 'And if you try using community service as a punishment people wont listen. They wont listen, and they wont care. ', 'if their are officials going to vote for our nations president they will be much more careful of their decision,putting our nation in better hands. ', 'I think that it is criticall that we change the idea of an Electoral College to the idea that all of the people in the United States are able to contribute equally to who should be the next president based on what they believe is right ', ""but to be successful in the job market these day you want to be a hard working individual who doesn't mind doing something for others. "", 'Venus is very hostile ', 'some of the kids that will be doing it will not want to. ', 'Lets face it many students do not or would not opt to participate in community service, its just unavoidable ', 'Also i think because if we were to use our cell phones we would pay more attention to our phones then our work, and also it will be ringing and disturbing the class when most students wanna learn. ', 'NASA is working on other approaches to studying Venus ', ""Also we have pictures from 1976, 1998, and 2001 that shows its change and that it's a landform. "", ""A few other reasons why students take online classes are because a student could be getting bullied. In some cases this is true, a student may not be getting the best education at a regular school because they're too scared to even go to school. At times, parents end up taking matters into their own hands by protecting their child from bullying and finding a solution like online classes "", 'there is the danger of law suits going against the people who manufacture these automobiles. ', 'The last ship to try to land on Venus was three decades ago. ']"
Group 2211,"['Distance learning is a viable option for students so that when school is cancelled, the missed day is not a complete waste, especially in regions that are succeptable to severe weather. ', 'Also, a lot\xa0of school is missed due to bad road conditions or weather. Distance learning can help make sure that less days are missed so that students can stay on task. ', 'Seeking for opinions is actually a good idea sometimes, you get to know what other people are thinking or others point of view of the situation ', 'the people the advice is coming from ', 'according to the Facial Feedback Theory of Emotion, moving your facial muscles not only expresses emostions, but also may even help produce them. ', 'It would be nice for everyone to have one of these because drunk driving issues would go down. ', 'A lot of people or places need the community service. They need help with kids stuff, and cleaning up your community. It will make the students think more about helping out there community, and maybe make them want to do it more often. ', 'Secondly, everyone has the right to voice their opinion on who they want to elect as president. ', ""but you just need to calm you nerves a bit and stop getting so worked up and stuff i know this isn't a nice letter to you but how else would you understand or do you understand "", '""The image first appeared on a JPL website, reavealing ... a natural landform , there was no alien monment after all."" According to the article ""Unmasking the Face on Mars"". This qoute is saying real evidence that there was no alien monument the face on mars was a natural landform. ', ""if schools are forcing students to do something that they don't want to do, that could develop a students safety and they might not want to go to school anymore. "", 'Making better decisions is another outcome for asking multiple people for advice. ', 'So many students do not wish to, or may not have time to, participate in community service. ', ""is that because many astronomers believe that venus may have once been the most earth-like planet in our solar system and that venus was onced probably covered largely with oceans and could've been many forms of life in venus many many years ago. "", 'Also, If you were to change to the popular vote, it would be fair. ', 'Driving while texting is as dangerous as driving drunk. ', ""popular vote for the prisident is fair way to vote, there's no cheeting. "", 'The Electoral Cpllege has as many as 538 electors, 270 votes will determine who becomes our new president. ']"
Group 2212,"['well im in between to story i believe it is going to be like that in the future but also it might not because there going to upgrade the cars or whatever so imma have to say i disagree. \n', 'the reason i disagree is that there going to be better cars than what they is now they just going to keep coming out with new stuff and everything. ', 'you can experience adventures ', ""more knowledge about the topic you're making a decision on, "", 'it would be kind of difficult to count all those votes, ', 'students will understand the project better, ', 'for the vast majority of students, it will cause unneeded distractions, ', 'allowing the decision-maker to choose the best option for himself. ', 'due to that students will be giving extra credit for the ones who have low grades! ', '\nStarting off, there are plenty of students that are more relied on at home and taking online school would give them more time to assist at home. ', 'Students should be required to do a certain amount of hours for community service before they graduate. ', 'but is it absolutely necessary for the future? I say no, ']"
Group 2213,"['at the most basic level the electoral college is unfair to voters. Because of the winner-take-all system in each state. the electoral college is unfair,outdated, and irrational. ', 'At ther most basic level the Electoral College is unfair to voters because of the Winner take All syaytem in each state, because of this durning the 2000 campain seventeen states did not see there canadates at all. The Electoral College is outdated and unfair. It is also irrational.  ', 'this means that we would have to have advanced technology inside of a classroom, And if it is more younger kids its going to be super hard to keep it from being ruined or broken. ', 'Besides this, Venus is at times the closest planet to Earth as ""Earth, Venus and Mars, our other planetary neighbor, orbit the sun at different speeds. These differences in speed mean that sometimes we are closer to Mars and other times to Venus,"" (2). This could be extremely beneficial to both the inhabitants of earth and for future space travel because Venus will sometimes be our ""nearest option for a planetary visit, a crucial consideration given the long time frames of space travel,"" (4). All of these statements and claims that the author make support his/her claim that the exploration of Venus is a worthy pursuit despite the dangers it entails as they are quite literally explaining to their readers why exploration is as important as it is. This tactic has the ability to make audiences aware of the importance of such a mission, and hopefully persuade them to agree. ', 'For example in paragraph 2 in sentence 5 it states, ""Each previous mission was unmanned, and for good reasons, since no spacecraft survived the landing for more than a few hours"". Another example in paragraph 2 sentence 6 it states, ""maybe the issue explains why not a single spaceship has touched down on venus in more than three decades. ', ""Last reason why students get benefits from taking classes at home is probably because they have any medical condition and it's hard for them to attend any school. "", ""Public school students also have grades that they want to keep up to par, home school\xa0students don't "", 'Even the places you go will be a great learning experience. ', 'Schools should be able to accommodate to their students to be able to give everyone the best education that is accessible to them. ', ""The president's have better chances of winning because they can have the most votes and wouldn't have to wait on the Electoral College. "", 'everyone should try something different once in a while. ']"
Group 2214,"['it makes each student want to be creative, ', 'creates a better mindset for disgruntled students. ', 'Think back to a little over a decade ago, to the 2000 presidential elections. Al gore received the popular vote, meaning that he was the one that us, the americans had wanted. ', 'may increase the hopes for more people to vote. ', ""Then, Venus is known to be Earth's sister planet! "", 'but as of right not there is no evidence that they do. ', 'The discussions of this being a face are all over the place, poeple believe that ailens have caused this ""face"" on Mars surface. There are three different pictures, one from 1976, one from 1998, and one from 2001. In the first pictuere you see a outline of a face and a mouth, but back in the 70\'s the quality of technology wasn\'t very advanced. In the first photo, due to poor quality, it is just a land mass that has trhe outline of a face ', 'Another thing why students should not bring their phones to school at all it might fall and brake when you walk or if your texting you might bump into each other ', 'there are just some people who are more qualified to give you the help and advice that you need. \n', 'I also think that if you volunteer for community service that should be aloud. ', ""If a kid does get caught using a cell phone in class, then teachers can take their phones away.. just theirs' ""]"
Group 2215,"['I like the fact that the program teachs you resopnsabilty in life ', 'There are some flaws to this program.\n\nIts very dangerous. ', 'you see secretly i was showing examples of people asking advice to other people, another reason of why would people ask meany other people for advice its because the person asking needs help in some way, or it needs the right advice for the right thing it wants. ', 'I dont now much but that sound like alot. ', 'People should choose who they really want to be the president, they should give prove of when they count the votes. ', 'but this is usually not the case. ', ""Asking for multiple opinion's can actually help you out a lot. "", ""The school should treat students and teachers fairly. If there trying to be fair then the teachers shouldn't be aloud to use there cell phones during class either. "", 'Thus, it is possible for students to create a project that addresses important parts of the material they will learn ', 'Candidates spend time on ""swing"" states and not on the states that they have no chance of winning. According to the Indefensible Electoral College: Why even the best-laid defenses of the system are wrong article, the electoral college is ""unfair, outdated, and irrational."" ', 'If teachers give students more freedom i think students will learn more better. ', 'Non-academic activities are important in school because children need to be stimulated in all areas, not just academics. ', ""The NASA workers think that that the face was created by aliens. I don't think it is so. "", 'I know it is great to help out the community, ', 'Some may argue that student-designed projects allow students to have creativity, individuality, and freedom. As a result of these things, students would be more inclined to complete the project; ', ""some kids don't know ow to act in public and be respectful but once community service starts to become a regular thing they will be. It will also help communities grow with each other so that everybody will start to get to know each other and work together. "", 'But then again, a lot of people might not want to do it. ', 'They can also provide really good safety features. ', 'While receiving an online education may offer a more comfortable environment for many students, ', 'you get extra help, ', ""Explaining all this to the police is a big mess when the situation can be resolved by just focusing on the road and what's in front of you. "", 'students will get an example on what it is like to work with a team or group. ', 'By getting advice from multiple people you can discover and understand repercussions\xa0of your actions that you might have taken and caused even more problems. ', 'If you ask more than one person like 10 people than thats better because you have lots of different ideas and opinions. ']"
Group 2216,"['parents are divorced ', 'What if your parents are divorced. ', 'there are five reasons for retaining the electoral college despite its lack of democratic pedigree and all are paractical reasons are not liberal or conservative reasons.    \xa0 ', 'they just can fly over cydonia and spot it right away. ', 'The article ""The Challenge of Exploring Venus"" states, ""Venus is the closest planet to Earth in terms of density and size, and occasionally rhe losest in distance too"" This is very important, it means that because that Venus is Earth like, as well as the closest planet to earth at times, its important to learn about it, in case we need to go to it at anytime. \n', 'Venus is like earths twin its closest planet to earth in desity and size. Sometimes we arent as close to venus as we can be to mar. Mars, Earth, and Venus go around the sun at differsnt speed even though they are close to one an another. ', 'With a B average, many students may not keep up to that level, which overtime, makes them grow weaker. ', 'Some may argue that online classes have the ability to engage its students with insightful discussions with their teacher and peers online. ', 'On the other hand making kids do community service no matter what could be a good thing. ', 'However, when you give students creative freedom, they are more likely to put in extra effort because they would enjoy their projects more. ', 'There are also ways students can benefit from online education in the future. One benefit is that the student will be more independent. ', 'online classes are an additional option for students to take. ', 'You also can have fun with it. ', ""The Electoral college process consists of the selection of the electors, the meeting of the electors where they vote for President and Vice President, and the counting of electorals votes by Congress. The Electoral College consists of 538 electors. A majority of 270 electoral votes is required to elect the President. Under the 23rd Amendmentof the Constitution, the District of Columbia is allocated 3 electors and treated like a state for purposesof the Electoral College.\n\nEach candidate running for President in your state has his or her own group of Electors.I know the electors are generally chosen by the candidate's politicail party, but state law vary on how the electors are selected and what their responsibilities are .. Also the Presidential election is geld every four years on the Tuesday after the first Monday in November. "", 'its offical: the Electoral College is unfair, outdated, and irrational ', ""That way everybody's happy and there will no arguments. ""]"
Group 2217,"['even though there are many many disavantages and mistakes about the Electoral College there are a few advantages. Like it takes less time for the congress to vote. ', 'However, there are some benefits to having an Electoral College such as larger states getting more attention from presidential candidates than smaller states and it also avoids Run-Off elections which is when no candidate recieves a majority of the votes. ', 'you can join a club, ']"
Group 2218,"[""My Second reason why schools should use facial action coding because a day on a test. A day on a test you'll have a emotion that you don't wanna take it or just too lazy to do the test "", 'My Third reason why schools should use facial action coding because incase of a fight. People might be angry and might take there anger away on someone else ', ""I also think that for the students who don't want to continue community and service can have consequences here back at school or they either keep going with the other students. "", 'The Face on Mars looks just like a natural face. ', 'Asking multiple people for advice can give someone a better solution to their problem that they might not have thought to use ', 'students would more likely understand how to do the project, ', 'Many people do not agree with the Electoral college vote, as it says on line 11. The smaller states think they should have just as many votes as the bigger states, ', 'the electoral college does avoid problems. ', 'different views and opinions on the situation, ']"
